RPF_KO_Rep1_clpd_tr.fastq.gz
@HD	VN:1.0	SO:unsorted
@SQ	SN:ENSG00000206815|ENST00000384088|ENST00000384088.1	LN:108
@SQ	SN:ENSG00000207153|ENST00000384424|ENST00000384424.1	LN:107
@SQ	SN:ENSG00000207393|ENST00000384663|ENST00000384663.1	LN:107
@SQ	SN:ENSG00000212147|ENST00000390845|ENST00000390845.1	LN:107
@SQ	SN:ENSG00000207441|ENST00000384710|ENST00000384710.1	LN:107
@SQ	SN:ENSG00000206684|ENST00000383957|ENST00000383957.1	LN:107
@SQ	SN:ENSG00000221102|ENST00000408175|ENST00000408175.1	LN:129
@SQ	SN:ENSG00000207199|ENST00000384470|ENST00000384470.1	LN:69
@SQ	SN:ENSG00000212567|ENST00000391265|ENST00000391265.1	LN:128
@SQ	SN:ENSG00000207359|ENST00000384629|ENST00000384629.1	LN:104
@SQ	SN:ENSG00000212607|ENST00000391305|ENST00000391305.1	LN:131
@SQ	SN:ENSG00000212207|ENST00000390905|ENST00000390905.1	LN:107
@SQ	SN:ENSG00000206743|ENST00000384016|ENST00000384016.1	LN:107
@SQ	SN:ENSG00000206764|ENST00000384037|ENST00000384037.1	LN:107
@SQ	SN:ENSG00000212626|ENST00000391324|ENST00000391324.1	LN:134
@SQ	SN:ENSG00000212535|ENST00000391233|ENST00000391233.1	LN:108
@SQ	SN:ENSG00000212370|ENST00000391068|ENST00000391068.1	LN:107
@SQ	SN:ENSG00000207160|ENST00000384431|ENST00000384431.1	LN:106
@SQ	SN:ENSG00000206612|ENST00000383885|ENST00000383885.1	LN:135
@SQ	SN:ENSG00000207233|ENST00000384504|ENST00000384504.1	LN:129
@SQ	SN:ENSG00000212226|ENST00000390924|ENST00000390924.1	LN:102
@SQ	SN:ENSG00000207389|ENST00000384659|ENST00000384659.1	LN:164
@SQ	SN:ENSG00000207003|ENST00000384276|ENST00000384276.1	LN:104
@SQ	SN:ENSG00000221440|ENST00000408513|ENST00000408513.1	LN:126
@SQ	SN:ENSG00000206654|ENST00000383927|ENST00000383927.1	LN:104
@SQ	SN:ENSG00000207118|ENST00000384390|ENST00000384390.1	LN:87
@SQ	SN:ENSG00000207183|ENST00000384454|ENST00000384454.1	LN:104
@SQ	SN:ENSG00000207276|ENST00000384546|ENST00000384546.1	LN:104
@SQ	SN:ENSG00000206834|ENST00000384107|ENST00000384107.1	LN:130
@SQ	SN:ENSG00000212368|ENST00000391066|ENST00000391066.1	LN:106
@SQ	SN:ENSG00000212305|ENST00000391003|ENST00000391003.1	LN:106
@SQ	SN:ENSG00000207178|ENST00000384449|ENST00000384449.1	LN:107
@SQ	SN:ENSG00000210678|ENST00000387943|ENST00000387943.1	LN:126
@SQ	SN:ENSG00000212221|ENST00000390919|ENST00000390919.1	LN:107
@SQ	SN:ENSG00000212597|ENST00000391295|ENST00000391295.1	LN:104
@SQ	SN:ENSG00000207169|ENST00000384440|ENST00000384440.1	LN:107
@SQ	SN:ENSG00000212379|ENST00000391077|ENST00000391077.1	LN:97
@SQ	SN:ENSG00000212342|ENST00000391040|ENST00000391040.1	LN:156
@SQ	SN:ENSG00000206777|ENST00000384050|ENST00000384050.1	LN:107
@SQ	SN:ENSG00000212136|ENST00000390834|ENST00000390834.1	LN:107
@SQ	SN:ENSG00000206649|ENST00000383922|ENST00000383922.1	LN:131
@SQ	SN:ENSG00000206624|ENST00000383897|ENST00000383897.1	LN:165
@SQ	SN:ENSG00000207190|ENST00000384461|ENST00000384461.1	LN:107
@SQ	SN:ENSG00000206939|ENST00000384212|ENST00000384212.1	LN:103
@SQ	SN:ENSG00000221381|ENST00000408454|ENST00000408454.1	LN:91
@SQ	SN:ENSG00000206875|ENST00000384148|ENST00000384148.1	LN:107
@SQ	SN:ENSG00000207524|ENST00000384793|ENST00000384793.1	LN:107
@SQ	SN:ENSG00000207344|ENST00000384614|ENST00000384614.1	LN:134
@SQ	SN:ENSG00000207065|ENST00000384337|ENST00000384337.1	LN:116
@SQ	SN:ENSG00000206635|ENST00000383908|ENST00000383908.1	LN:107
@SQ	SN:ENSG00000212211|ENST00000390909|ENST00000390909.2	LN:217
@SQ	SN:ENSG00000207008|ENST00000384281|ENST00000384281.1	LN:123
@SQ	SN:ENSG00000212611|ENST00000391309|ENST00000391309.1	LN:70
@SQ	SN:ENSG00000206855|ENST00000384128|ENST00000384128.1	LN:107
@SQ	SN:ENSG00000207113|ENST00000384385|ENST00000384385.1	LN:107
@SQ	SN:ENSG00000210181|ENST00000387446|ENST00000387446.1	LN:126
@SQ	SN:ENSG00000206996|ENST00000384269|ENST00000384269.1	LN:107
@SQ	SN:ENSG00000207041|ENST00000384314|ENST00000384314.1	LN:107
@SQ	SN:ENSG00000212160|ENST00000390858|ENST00000390858.1	LN:107
@SQ	SN:ENSG00000206787|ENST00000384060|ENST00000384060.1	LN:104
@SQ	SN:ENSG00000212389|ENST00000391087|ENST00000391087.1	LN:107
@SQ	SN:ENSG00000206652|ENST00000383925|ENST00000383925.1	LN:164
@SQ	SN:ENSG00000212199|ENST00000390897|ENST00000390897.1	LN:107
@SQ	SN:ENSG00000221040|ENST00000408113|ENST00000408113.2	LN:216
@SQ	SN:ENSG00000212359|ENST00000391057|ENST00000391057.1	LN:101
@SQ	SN:ENSG00000212584|ENST00000391282|ENST00000391282.1	LN:106
@SQ	SN:ENSG00000206961|ENST00000384234|ENST00000384234.1	LN:132
@SQ	SN:ENSG00000206832|ENST00000384105|ENST00000384105.1	LN:107
@SQ	SN:ENSG00000206701|ENST00000383974|ENST00000383974.1	LN:107
@SQ	SN:ENSG00000207158|ENST00000384429|ENST00000384429.1	LN:107
@SQ	SN:ENSG00000212153|ENST00000390851|ENST00000390851.1	LN:165
@SQ	SN:ENSG00000206885|ENST00000384158|ENST00000384158.1	LN:137
@SQ	SN:ENSG00000206762|ENST00000384035|ENST00000384035.1	LN:107
@SQ	SN:ENSG00000207037|ENST00000384310|ENST00000384310.1	LN:107
@SQ	SN:ENSG00000208892|ENST00000386157|ENST00000386157.1	LN:136
@SQ	SN:ENSG00000207147|ENST00000384418|ENST00000384418.1	LN:136
@SQ	SN:ENSG00000207251|ENST00000384521|ENST00000384521.1	LN:104
@SQ	SN:ENSG00000212441|ENST00000391139|ENST00000391139.1	LN:107
@SQ	SN:ENSG00000206614|ENST00000383887|ENST00000383887.1	LN:107
@SQ	SN:ENSG00000212446|ENST00000391144|ENST00000391144.1	LN:107
@SQ	SN:ENSG00000207095|ENST00000384367|ENST00000384367.1	LN:105
@SQ	SN:ENSG00000207256|ENST00000384526|ENST00000384526.1	LN:107
@SQ	SN:ENSG00000202529|ENST00000365659|ENST00000365659.1	LN:72
@SQ	SN:ENSG00000206674|ENST00000383947|ENST00000383947.1	LN:107
@SQ	SN:ENSG00000212344|ENST00000391042|ENST00000391042.1	LN:103
@SQ	SN:ENSG00000221139|ENST00000408212|ENST00000408212.1	LN:104
@SQ	SN:ENSG00000212190|ENST00000390888|ENST00000390888.1	LN:96
@SQ	SN:ENSG00000212380|ENST00000391078|ENST00000391078.1	LN:81
@SQ	SN:ENSG00000207310|ENST00000384580|ENST00000384580.1	LN:107
@SQ	SN:ENSG00000207221|ENST00000384492|ENST00000384492.1	LN:135
@SQ	SN:ENSG00000212495|ENST00000391193|ENST00000391193.1	LN:108
@SQ	SN:ENSG00000207046|ENST00000384319|ENST00000384319.1	LN:105
@SQ	SN:ENSG00000207136|ENST00000384407|ENST00000384407.1	LN:104
@SQ	SN:ENSG00000206991|ENST00000384264|ENST00000384264.1	LN:107
@SQ	SN:ENSG00000207128|ENST00000384399|ENST00000384399.1	LN:107
@SQ	SN:ENSG00000212363|ENST00000391061|ENST00000391061.1	LN:128
@SQ	SN:ENSG00000212329|ENST00000391027|ENST00000391027.1	LN:107
@SQ	SN:ENSG00000206727|ENST00000384000|ENST00000384000.1	LN:95
@SQ	SN:ENSG00000212216|ENST00000390914|ENST00000390914.1	LN:107
@SQ	SN:ENSG00000212572|ENST00000391270|ENST00000391270.1	LN:109
@SQ	SN:ENSG00000206622|ENST00000383895|ENST00000383895.1	LN:132
@SQ	SN:ENSG00000207352|ENST00000384622|ENST00000384622.1	LN:101
@SQ	SN:ENSG00000206866|ENST00000384139|ENST00000384139.1	LN:106
@SQ	SN:ENSG00000212593|ENST00000391291|ENST00000391291.1	LN:81
@SQ	SN:ENSG00000207192|ENST00000384463|ENST00000384463.1	LN:107
@SQ	SN:ENSG00000207295|ENST00000384565|ENST00000384565.1	LN:107
@SQ	SN:ENSG00000207056|ENST00000384328|ENST00000384328.1	LN:165
@SQ	SN:ENSG00000212421|ENST00000391119|ENST00000391119.1	LN:136
@SQ	SN:ENSG00000221303|ENST00000408376|ENST00000408376.1	LN:140
@SQ	SN:ENSG00000206595|ENST00000383868|ENST00000383868.1	LN:107
@SQ	SN:ENSG00000207367|ENST00000384637|ENST00000384637.1	LN:107
@SQ	SN:ENSG00000206698|ENST00000383971|ENST00000383971.1	LN:164
@SQ	SN:ENSG00000212384|ENST00000391082|ENST00000391082.1	LN:72
@SQ	SN:ENSG00000212354|ENST00000391052|ENST00000391052.1	LN:103
@SQ	SN:ENSG00000221093|ENST00000408166|ENST00000408166.1	LN:111
@SQ	SN:ENSG00000212589|ENST00000391287|ENST00000391287.1	LN:132
@SQ	SN:ENSG00000221059|ENST00000408132|ENST00000408132.1	LN:126
@SQ	SN:ENSG00000212340|ENST00000391038|ENST00000391038.1	LN:103
@SQ	SN:ENSG00000212520|ENST00000391218|ENST00000391218.1	LN:107
@SQ	SN:ENSG00000206891|ENST00000384164|ENST00000384164.1	LN:104
@SQ	SN:ENSG00000206758|ENST00000384031|ENST00000384031.1	LN:107
@SQ	SN:ENSG00000207162|ENST00000384433|ENST00000384433.1	LN:107
@SQ	SN:ENSG00000207505|ENST00000384774|ENST00000384774.1	LN:107
@SQ	SN:ENSG00000206896|ENST00000384169|ENST00000384169.1	LN:107
@SQ	SN:ENSG00000212407|ENST00000391105|ENST00000391105.1	LN:106
@SQ	SN:ENSG00000212529|ENST00000391227|ENST00000391227.1	LN:145
@SQ	SN:ENSG00000206747|ENST00000384020|ENST00000384020.1	LN:107
@SQ	SN:ENSG00000207208|ENST00000384479|ENST00000384479.1	LN:105
@SQ	SN:ENSG00000207081|ENST00000384353|ENST00000384353.1	LN:107
@SQ	SN:ENSG00000212580|ENST00000391278|ENST00000391278.1	LN:119
@SQ	SN:ENSG00000212451|ENST00000391149|ENST00000391149.1	LN:133
@SQ	SN:ENSG00000207241|ENST00000384512|ENST00000384512.1	LN:84
@SQ	SN:ENSG00000206605|ENST00000383878|ENST00000383878.1	LN:107
@SQ	SN:ENSG00000207026|ENST00000384299|ENST00000384299.1	LN:107
@SQ	SN:ENSG00000207397|ENST00000384667|ENST00000384667.1	LN:107
@SQ	SN:ENSG00000207322|ENST00000384592|ENST00000384592.1	LN:164
@SQ	SN:ENSG00000221044|ENST00000408117|ENST00000408117.2	LN:204
@SQ	SN:ENSG00000207007|ENST00000384280|ENST00000384280.1	LN:111
@SQ	SN:ENSG00000207476|ENST00000384745|ENST00000384745.1	LN:107
@SQ	SN:ENSG00000206845|ENST00000384118|ENST00000384118.1	LN:107
@SQ	SN:ENSG00000206731|ENST00000384004|ENST00000384004.1	LN:127
@SQ	SN:ENSG00000206985|ENST00000384258|ENST00000384258.1	LN:104
@SQ	SN:ENSG00000212550|ENST00000391248|ENST00000391248.1	LN:165
@SQ	SN:ENSG00000207187|ENST00000384458|ENST00000384458.1	LN:133
@SQ	SN:ENSG00000210841|ENST00000388106|ENST00000388106.1	LN:126
@SQ	SN:ENSG00000207433|ENST00000384702|ENST00000384702.1	LN:107
@SQ	SN:ENSG00000207051|ENST00000384323|ENST00000384323.1	LN:126
@SQ	SN:ENSG00000206932|ENST00000384205|ENST00000384205.1	LN:107
@SQ	SN:ENSG00000206788|ENST00000384061|ENST00000384061.1	LN:103
@SQ	SN:ENSG00000207237|ENST00000384508|ENST00000384508.1	LN:104
@SQ	SN:ENSG00000206802|ENST00000384075|ENST00000384075.1	LN:107
@SQ	SN:ENSG00000212324|ENST00000391022|ENST00000391022.1	LN:107
@SQ	SN:ENSG00000207016|ENST00000384289|ENST00000384289.1	LN:132
@SQ	SN:ENSG00000208883|ENST00000386148|ENST00000386148.1	LN:79
@SQ	SN:ENSG00000221420|ENST00000408493|ENST00000408493.2	LN:178
@SQ	SN:ENSG00000207340|ENST00000384610|ENST00000384610.1	LN:164
@SQ	SN:ENSG00000207071|ENST00000384343|ENST00000384343.1	LN:107
@SQ	SN:ENSG00000207312|ENST00000384582|ENST00000384582.1	LN:108
@SQ	SN:ENSG00000212382|ENST00000391080|ENST00000391080.1	LN:106
@SQ	SN:ENSG00000206620|ENST00000383893|ENST00000383893.1	LN:79
@SQ	SN:ENSG00000207194|ENST00000384465|ENST00000384465.1	LN:108
@SQ	SN:ENSG00000212246|ENST00000390944|ENST00000390944.1	LN:104
@SQ	SN:ENSG00000207456|ENST00000384725|ENST00000384725.1	LN:107
@SQ	SN:ENSG00000206693|ENST00000383966|ENST00000383966.1	LN:129
@SQ	SN:ENSG00000206975|ENST00000384248|ENST00000384248.1	LN:107
@SQ	SN:ENSG00000206769|ENST00000384042|ENST00000384042.1	LN:109
@SQ	SN:ENSG00000207486|ENST00000384755|ENST00000384755.1	LN:107
@SQ	SN:ENSG00000212314|ENST00000391012|ENST00000391012.2	LN:103
@SQ	SN:ENSG00000207177|ENST00000384448|ENST00000384448.1	LN:134
@SQ	SN:ENSG00000206723|ENST00000383996|ENST00000383996.1	LN:107
@SQ	SN:ENSG00000212598|ENST00000391296|ENST00000391296.2	LN:212
@SQ	SN:ENSG00000212295|ENST00000390993|ENST00000390993.1	LN:75
@SQ	SN:ENSG00000206839|ENST00000384112|ENST00000384112.1	LN:109
@SQ	SN:ENSG00000221125|ENST00000408198|ENST00000408198.2	LN:212
@SQ	SN:ENSG00000206909|ENST00000384182|ENST00000384182.1	LN:135
@SQ	SN:ENSG00000206778|ENST00000384051|ENST00000384051.1	LN:104
@SQ	SN:ENSG00000207421|ENST00000384690|ENST00000384690.1	LN:67
@SQ	SN:ENSG00000206900|ENST00000384173|ENST00000384173.1	LN:107
@SQ	SN:ENSG00000206718|ENST00000383991|ENST00000383991.1	LN:107
@SQ	SN:ENSG00000206783|ENST00000384056|ENST00000384056.2	LN:104
@SQ	SN:ENSG00000206650|ENST00000383923|ENST00000383923.1	LN:142
@SQ	SN:ENSG00000206915|ENST00000384188|ENST00000384188.1	LN:106
@SQ	SN:ENSG00000206644|ENST00000383917|ENST00000383917.1	LN:103
@SQ	SN:ENSG00000206760|ENST00000384033|ENST00000384033.1	LN:151
@SQ	SN:ENSG00000212411|ENST00000391109|ENST00000391109.1	LN:76
@SQ	SN:ENSG00000212187|ENST00000390885|ENST00000390885.1	LN:122
@SQ	SN:ENSG00000212374|ENST00000391072|ENST00000391072.1	LN:96
@SQ	SN:ENSG00000212510|ENST00000391208|ENST00000391208.1	LN:107
@SQ	SN:ENSG00000207451|ENST00000384720|ENST00000384720.1	LN:107
@SQ	SN:ENSG00000212157|ENST00000390855|ENST00000390855.1	LN:104
@SQ	SN:ENSG00000206799|ENST00000384072|ENST00000384072.1	LN:121
@SQ	SN:ENSG00000212397|ENST00000391095|ENST00000391095.1	LN:99
@SQ	SN:ENSG00000207033|ENST00000384306|ENST00000384306.1	LN:106
@SQ	SN:ENSG00000212579|ENST00000391277|ENST00000391277.1	LN:128
@SQ	SN:ENSG00000206804|ENST00000384077|ENST00000384077.1	LN:107
@SQ	SN:ENSG00000206629|ENST00000383902|ENST00000383902.1	LN:164
@SQ	SN:ENSG00000212608|ENST00000391306|ENST00000391306.1	LN:124
@SQ	SN:ENSG00000212568|ENST00000391266|ENST00000391266.1	LN:104
@SQ	SN:ENSG00000207407|ENST00000384676|ENST00000384676.1	LN:136
@SQ	SN:ENSG00000207076|ENST00000384348|ENST00000384348.1	LN:107
@SQ	SN:ENSG00000206680|ENST00000383953|ENST00000383953.1	LN:95
@SQ	SN:ENSG00000207349|ENST00000384619|ENST00000384619.1	LN:164
@SQ	SN:ENSG00000207203|ENST00000384474|ENST00000384474.1	LN:107
@SQ	SN:ENSG00000212538|ENST00000391236|ENST00000391236.2	LN:204
@SQ	SN:ENSG00000212526|ENST00000391224|ENST00000391224.1	LN:103
@SQ	SN:ENSG00000206899|ENST00000384172|ENST00000384172.1	LN:107
@SQ	SN:ENSG00000206611|ENST00000383884|ENST00000383884.1	LN:75
@SQ	SN:ENSG00000207100|ENST00000384372|ENST00000384372.1	LN:139
@SQ	SN:ENSG00000206917|ENST00000384190|ENST00000384190.1	LN:164
@SQ	SN:ENSG00000206633|ENST00000383906|ENST00000383906.1	LN:136
@SQ	SN:ENSG00000212282|ENST00000390980|ENST00000390980.1	LN:103
@SQ	SN:ENSG00000220988|ENST00000408061|ENST00000408061.1	LN:91
@SQ	SN:ENSG00000207063|ENST00000384335|ENST00000384335.1	LN:95
@SQ	SN:ENSG00000208839|ENST00000386104|ENST00000386104.1	LN:128
@SQ	SN:ENSG00000206853|ENST00000384126|ENST00000384126.1	LN:131
@SQ	SN:ENSG00000207115|ENST00000384387|ENST00000384387.1	LN:107
@SQ	SN:ENSG00000207029|ENST00000384302|ENST00000384302.1	LN:107
@SQ	SN:ENSG00000212581|ENST00000391279|ENST00000391279.1	LN:133
@SQ	SN:ENSG00000207511|ENST00000384780|ENST00000384780.1	LN:107
@SQ	SN:ENSG00000212450|ENST00000391148|ENST00000391148.1	LN:104
@SQ	SN:ENSG00000212395|ENST00000391093|ENST00000391093.1	LN:99
@SQ	SN:ENSG00000221038|ENST00000408111|ENST00000408111.1	LN:127
@SQ	SN:ENSG00000207134|ENST00000384405|ENST00000384405.1	LN:107
@SQ	SN:ENSG00000221241|ENST00000408314|ENST00000408314.1	LN:91
@SQ	SN:ENSG00000212551|ENST00000391249|ENST00000391249.2	LN:210
@SQ	SN:ENSG00000206818|ENST00000384091|ENST00000384091.1	LN:105
@SQ	SN:ENSG00000207410|ENST00000384679|ENST00000384679.1	LN:139
@SQ	SN:ENSG00000206730|ENST00000384003|ENST00000384003.1	LN:109
@SQ	SN:ENSG00000207044|ENST00000384317|ENST00000384317.1	LN:107
@SQ	SN:ENSG00000221148|ENST00000408221|ENST00000408221.1	LN:125
@SQ	SN:ENSG00000207442|ENST00000384711|ENST00000384711.1	LN:96
@SQ	SN:ENSG00000207405|ENST00000384674|ENST00000384674.1	LN:134
@SQ	SN:ENSG00000212214|ENST00000390912|ENST00000390912.1	LN:135
@SQ	SN:ENSG00000207468|ENST00000384737|ENST00000384737.1	LN:128
@SQ	SN:ENSG00000212429|ENST00000391127|ENST00000391127.1	LN:133
@SQ	SN:ENSG00000212420|ENST00000391118|ENST00000391118.1	LN:107
@SQ	SN:ENSG00000206869|ENST00000384142|ENST00000384142.1	LN:135
@SQ	SN:ENSG00000206878|ENST00000384151|ENST00000384151.1	LN:125
@SQ	SN:ENSG00000207093|ENST00000384365|ENST00000384365.1	LN:95
@SQ	SN:ENSG00000207419|ENST00000384688|ENST00000384688.1	LN:142
@SQ	SN:ENSG00000212489|ENST00000391187|ENST00000391187.1	LN:107
@SQ	SN:ENSG00000207249|ENST00000384520|ENST00000384520.1	LN:129
@SQ	SN:ENSG00000207516|ENST00000384785|ENST00000384785.1	LN:128
@SQ	SN:ENSG00000212586|ENST00000391284|ENST00000391284.1	LN:98
@SQ	SN:ENSG00000212459|ENST00000391157|ENST00000391157.1	LN:104
@SQ	SN:ENSG00000206977|ENST00000384250|ENST00000384250.1	LN:140
@SQ	SN:ENSG00000202537|ENST00000365667|ENST00000365667.1	LN:134
@SQ	SN:ENSG00000207175|ENST00000384446|ENST00000384446.1	LN:164
@SQ	SN:ENSG00000207109|ENST00000384381|ENST00000384381.1	LN:69
@SQ	SN:ENSG00000212493|ENST00000391191|ENST00000391191.1	LN:68
@SQ	SN:ENSG00000206616|ENST00000383889|ENST00000383889.1	LN:107
@SQ	SN:ENSG00000212521|ENST00000391219|ENST00000391219.1	LN:106
@SQ	SN:ENSG00000206671|ENST00000383944|ENST00000383944.1	LN:106
@SQ	SN:ENSG00000207089|ENST00000384361|ENST00000384361.1	LN:107
@SQ	SN:ENSG00000212297|ENST00000390995|ENST00000390995.1	LN:107
@SQ	SN:ENSG00000207214|ENST00000384485|ENST00000384485.1	LN:104
@SQ	SN:ENSG00000207507|ENST00000384776|ENST00000384776.1	LN:107
@SQ	SN:ENSG00000212468|ENST00000391166|ENST00000391166.1	LN:107
@SQ	SN:ENSG00000206962|ENST00000384235|ENST00000384235.1	LN:107
@SQ	SN:ENSG00000207267|ENST00000384537|ENST00000384537.1	LN:107
@SQ	SN:ENSG00000206745|ENST00000384018|ENST00000384018.1	LN:107
@SQ	SN:ENSG00000206901|ENST00000384174|ENST00000384174.1	LN:132
@SQ	SN:ENSG00000206948|ENST00000384221|ENST00000384221.1	LN:132
@SQ	SN:ENSG00000212134|ENST00000390832|ENST00000390832.1	LN:128
@SQ	SN:ENSG00000206702|ENST00000383975|ENST00000383975.1	LN:164
@SQ	SN:ENSG00000206888|ENST00000384161|ENST00000384161.1	LN:107
@SQ	SN:ENSG00000212410|ENST00000391108|ENST00000391108.1	LN:106
@SQ	SN:ENSG00000212479|ENST00000391177|ENST00000391177.2	LN:215
@SQ	SN:ENSG00000212442|ENST00000391140|ENST00000391140.1	LN:107
@SQ	SN:ENSG00000207068|ENST00000384340|ENST00000384340.1	LN:107
@SQ	SN:ENSG00000221164|ENST00000408237|ENST00000408237.1	LN:128
@SQ	SN:ENSG00000206987|ENST00000384260|ENST00000384260.1	LN:133
@SQ	SN:ENSG00000206638|ENST00000383911|ENST00000383911.1	LN:107
@SQ	SN:ENSG00000207005|ENST00000384278|ENST00000384278.1	LN:164
@SQ	SN:ENSG00000206796|ENST00000384069|ENST00000384069.1	LN:107
@SQ	SN:ENSG00000212612|ENST00000391310|ENST00000391310.1	LN:107
@SQ	SN:ENSG00000207185|ENST00000384456|ENST00000384456.1	LN:106
@SQ	SN:ENSG00000212511|ENST00000391209|ENST00000391209.2	LN:220
@SQ	SN:ENSG00000212240|ENST00000390938|ENST00000390938.1	LN:100
@SQ	SN:ENSG00000207010|ENST00000384283|ENST00000384283.1	LN:103
@SQ	SN:ENSG00000212533|ENST00000391231|ENST00000391231.1	LN:150
@SQ	SN:ENSG00000207042|ENST00000384315|ENST00000384315.1	LN:107
@SQ	SN:ENSG00000207444|ENST00000384713|ENST00000384713.1	LN:71
@SQ	SN:ENSG00000206681|ENST00000383954|ENST00000383954.1	LN:104
@SQ	SN:ENSG00000207493|ENST00000384762|ENST00000384762.1	LN:135
@SQ	SN:ENSG00000207222|ENST00000384493|ENST00000384493.1	LN:107
@SQ	SN:ENSG00000206686|ENST00000383959|ENST00000383959.1	LN:104
@SQ	SN:ENSG00000212498|ENST00000391196|ENST00000391196.1	LN:86
@SQ	SN:ENSG00000206992|ENST00000384265|ENST00000384265.1	LN:107
@SQ	SN:ENSG00000207019|ENST00000384292|ENST00000384292.1	LN:106
@SQ	SN:ENSG00000207297|ENST00000384567|ENST00000384567.1	LN:97
@SQ	SN:ENSG00000212249|ENST00000390947|ENST00000390947.2	LN:134
@SQ	SN:ENSG00000212516|ENST00000391214|ENST00000391214.1	LN:107
@SQ	SN:ENSG00000207459|ENST00000384728|ENST00000384728.1	LN:107
@SQ	SN:ENSG00000212303|ENST00000391001|ENST00000391001.1	LN:104
@SQ	SN:ENSG00000206597|ENST00000383870|ENST00000383870.1	LN:149
@SQ	SN:ENSG00000207308|ENST00000384578|ENST00000384578.1	LN:110
@SQ	SN:ENSG00000206791|ENST00000384064|ENST00000384064.1	LN:167
@SQ	SN:ENSG00000206621|ENST00000383894|ENST00000383894.1	LN:92
@SQ	SN:ENSG00000212175|ENST00000390873|ENST00000390873.1	LN:148
@SQ	SN:ENSG00000207098|ENST00000384370|ENST00000384370.1	LN:135
@SQ	SN:ENSG00000212224|ENST00000390922|ENST00000390922.1	LN:122
@SQ	SN:ENSG00000206766|ENST00000384039|ENST00000384039.1	LN:105
@SQ	SN:ENSG00000212624|ENST00000391322|ENST00000391322.1	LN:122
@SQ	SN:ENSG00000206906|ENST00000384179|ENST00000384179.1	LN:107
@SQ	SN:ENSG00000206828|ENST00000384101|ENST00000384101.1	LN:164
@SQ	SN:ENSG00000206836|ENST00000384109|ENST00000384109.1	LN:107
@SQ	SN:ENSG00000221340|ENST00000408413|ENST00000408413.1	LN:101
@SQ	SN:ENSG00000207274|ENST00000384544|ENST00000384544.1	LN:135
@SQ	SN:ENSG00000206656|ENST00000383929|ENST00000383929.1	LN:92
@SQ	SN:ENSG00000207338|ENST00000384608|ENST00000384608.1	LN:107
@SQ	SN:ENSG00000207097|ENST00000384369|ENST00000384369.1	LN:107
@SQ	SN:ENSG00000207022|ENST00000384295|ENST00000384295.1	LN:124
@SQ	SN:ENSG00000209645|ENST00000386910|ENST00000386910.1	LN:85
@SQ	SN:ENSG00000207270|ENST00000384540|ENST00000384540.1	LN:107
@SQ	SN:ENSG00000212620|ENST00000391318|ENST00000391318.1	LN:127
@SQ	SN:ENSG00000206827|ENST00000384100|ENST00000384100.1	LN:107
@SQ	SN:ENSG00000206892|ENST00000384165|ENST00000384165.1	LN:107
@SQ	SN:ENSG00000207166|ENST00000384437|ENST00000384437.1	LN:133
@SQ	SN:ENSG00000207381|ENST00000384651|ENST00000384651.1	LN:107
@SQ	SN:ENSG00000207191|ENST00000384462|ENST00000384462.1	LN:95
@SQ	SN:ENSG00000206936|ENST00000384209|ENST00000384209.1	LN:138
@SQ	SN:ENSG00000207298|ENST00000384568|ENST00000384568.1	LN:112
@SQ	SN:ENSG00000212422|ENST00000391120|ENST00000391120.2	LN:215
@SQ	SN:ENSG00000212293|ENST00000390991|ENST00000390991.1	LN:127
@SQ	SN:ENSG00000207307|ENST00000384577|ENST00000384577.1	LN:106
@SQ	SN:ENSG00000206598|ENST00000383871|ENST00000383871.1	LN:107
@SQ	SN:ENSG00000221363|ENST00000408436|ENST00000408436.1	LN:127
@SQ	SN:ENSG00000206973|ENST00000384246|ENST00000384246.1	LN:107
@SQ	SN:ENSG00000206695|ENST00000383968|ENST00000383968.1	LN:104
@SQ	SN:ENSG00000221216|ENST00000408289|ENST00000408289.1	LN:119
@SQ	SN:ENSG00000207449|ENST00000384718|ENST00000384718.1	LN:107
@SQ	SN:ENSG00000206725|ENST00000383998|ENST00000383998.1	LN:107
@SQ	SN:ENSG00000207472|ENST00000384741|ENST00000384741.1	LN:107
@SQ	SN:ENSG00000212259|ENST00000390957|ENST00000390957.1	LN:107
@SQ	SN:ENSG00000206913|ENST00000384186|ENST00000384186.1	LN:139
@SQ	SN:ENSG00000207440|ENST00000384709|ENST00000384709.1	LN:110
@SQ	SN:ENSG00000206637|ENST00000383910|ENST00000383910.1	LN:135
@SQ	SN:ENSG00000206848|ENST00000384121|ENST00000384121.1	LN:107
@SQ	SN:ENSG00000208308|ENST00000385573|ENST00000385573.1	LN:128
@SQ	SN:ENSG00000206732|ENST00000384005|ENST00000384005.1	LN:107
@SQ	SN:ENSG00000207067|ENST00000384339|ENST00000384339.1	LN:132
@SQ	SN:ENSG00000212482|ENST00000391180|ENST00000391180.1	LN:107
@SQ	SN:ENSG00000207412|ENST00000384681|ENST00000384681.1	LN:107
@SQ	SN:ENSG00000206857|ENST00000384130|ENST00000384130.1	LN:107
@SQ	SN:ENSG00000207014|ENST00000384287|ENST00000384287.1	LN:95
@SQ	SN:ENSG00000207454|ENST00000384723|ENST00000384723.1	LN:104
@SQ	SN:ENSG00000207052|ENST00000384324|ENST00000384324.1	LN:107
